expression,reading,meaning,tags,guid
ストライキ,ストライキ,스트라이크,JLPT_1 JLPT,nf-SMH*rKm
スト,スト,파업,JLPT_1 JLPT,oc==H8k2kf
ストロー,ストロー,빨대,JLPT_1 JLPT,A.~AmwkH4Z
ストロボ,ストロボ,"스트로보, 플래시",JLPT_1 JLPT,rNiv+g8N.Q
すばしこい,すばしこい,날렵하다,JLPT_1 JLPT,p[HsSa}_~h
素早い,すばやい,신속하다,JLPT_1 JLPT,qLzUXrbxxM
ずばり,ずばり,척,JLPT_1 JLPT,zNubn^c5m8
スプリング,スプリング,"스프링, 용수철",JLPT_1 JLPT,M&<1|Qyfm^
スペース,スペース,공간,JLPT_1 JLPT,"mfYc5:,T$)"
ずぶぬれ,ずぶぬれ,"흠뻑 젖은, 물이 뚝뚝 떨어지는",JLPT_1 JLPT,O=YLrvca-#
スポーツカー,スポーツカー,스포츠카,JLPT_1 JLPT,ILQ_{U)ioI
澄ます,すます,맑게 하다; 귀 기울이다; 새침떼다,JLPT_1 JLPT,o+[:%ypXAI
清ます,すます,"맑게 하다, 귀 기울이다",JLPT_1 JLPT,gWgE<)O|pN
済ます,すます,끝내다,JLPT_1 JLPT,BI9b~SlUc1
すみやか,すみやか,신속함,JLPT_1 JLPT,MC/)GM9mOK
スラックス,スラックス,"슬랙스, 긴바지",JLPT_1 JLPT,tpKEoAzoEC
ずらっと,ずらっと,"죽, 쭉",JLPT_1 JLPT,GHI-Z0iw2Q
ずるずる,ずるずる,찍찍,JLPT_1 JLPT,xPdB)weA$j
ずれ,ずれ,차이,JLPT_1 JLPT,ml<Cz:NIm9
すれちがい,すれちがい,"엇갈림, 스쳐 지나감",JLPT_1 JLPT,h}n%.0]G*]
擦れる,すれる,"문지르다, 쓸리다",JLPT_1 JLPT,y1pczASP(>
すんなり,すんなり,"쏙, 쏙쏙",JLPT_1 JLPT,c{rT9&J2OZ
生育,せいいく,생육,JLPT_1 JLPT,A*eQ]~1bJ/
成育,せいいく,"성육, 성장",JLPT_1 JLPT,A=.t}i>GW3
成果,せいか,성과,JLPT_1 JLPT,BVYQfcf%9
正解,せいかい,정답,JLPT_1 JLPT,Lt;.HzCJ&F
正義,せいぎ,정의,JLPT_1 JLPT,C*lSCCu$Is
生計,せいけい,생계,JLPT_1 JLPT,sFe^vK-tW[
政権,せいけん,정권,JLPT_1 JLPT,ySl]BBHxv|
星座,せいざ,별자리,JLPT_1 JLPT,v8-]C(eL~-
制裁,せいさい,제재,JLPT_1 JLPT,"&>5Y-0M,/"
政策,せいさく,정책,JLPT_1 JLPT,"hAD&H|lfX,"
生死,せいし,생사,JLPT_1 JLPT,[jWyFv3NW
静止,せいし,정지,JLPT_1 JLPT,o*g2}G_T7@
誠実,せいじつ,성실,JLPT_1 JLPT,bL3/~B_@Jx
成熟,せいじゅく,성숙,JLPT_1 JLPT,mi&AvT*VW%
青春,せいしゅん,청춘,JLPT_1 JLPT,r1RCkb<y|$
清純,せいじゅん,청순,JLPT_1 JLPT,ONr5>]A5d|
聖書,せいしょ,성경,JLPT_1 JLPT,Q@S9S%oEQ1
正常,せいじょう,정상,JLPT_1 JLPT,wA-k/9L$M{
制する,せいする,"제압하다, 통제하다",JLPT_1 JLPT,rf}l5O&Iya
整然,せいぜん,"질서정연한, 규칙적인, 잘 조직된",JLPT_1 JLPT,PN>H*K1;6z
盛装,せいそう,"정장, 성장",JLPT_1 JLPT,"NT,a6{jkV^"
盛大,せいだい,성대; 성대한,JLPT_1 JLPT,oA#/^#fynU
清濁,せいだく,"청탁, 선악",JLPT_1 JLPT,LIBty_QSI!
制定,せいてい,제정,JLPT_1 JLPT,w/{{PKSO-l
静的,せいてき,정적,JLPT_1 JLPT,qS/}NK^[E0
製鉄,せいてつ,제철,JLPT_1 JLPT,q1#~15/jx^
晴天,せいてん,마른하늘,JLPT_1 JLPT,O`AKp9t/nh
正当,せいとう,정당한,JLPT_1 JLPT,KYfFW0c&^H
制服,せいふく,제복,JLPT_1 JLPT,KjpnwgIuCJ
征服,せいふく,정복,JLPT_1 JLPT,UI+/g3/T<
製法,せいほう,제조법,JLPT_1 JLPT,r$Viif`6:S
精密,せいみつ,정밀,JLPT_1 JLPT,k?w!_L!izK
税務署,ぜいむしょ,세무서,JLPT_1 JLPT,cu&VjhU0YM
制約,せいやく,제약,JLPT_1 JLPT,eGs}Rjdjyu
勢力,せいりょく,유세,JLPT_1 JLPT,jCKk=3Gx//
整列,せいれつ,정렬,JLPT_1 JLPT,K=?{2[EdLY
セール,セール,세일,JLPT_1 JLPT,bTb.7j.bY0
急かす,せかす,채근하다,JLPT_1 JLPT,r25!gS/G>A
伜,せがれ,"아들, 자식",JLPT_1 JLPT,CVmDxN*tGx
責務,せきむ,책무,JLPT_1 JLPT,ct_SCVUYk9
セクション,セクション,"부문, 구역",JLPT_1 JLPT,oE+>)~hYZ>
世辞,せじ,"아첨, 칭찬",JLPT_1 JLPT,i2*b#^+2.G
世帯,せたい,"가구, 세대",JLPT_1 JLPT,M;wkDh)_[-
是正,ぜせい,시정,JLPT_1 JLPT,r4z<%];90$
世代,せだい,세대,JLPT_1 JLPT,vXhkxYs)ro
切開,せっかい,절개,JLPT_1 JLPT,j3{#e(JGO?
セックス,セックス,성,JLPT_1 JLPT,p^XJZeb_m$
切実,せつじつ,"절실함, 심각함",JLPT_1 JLPT,"b(%wDAP,4<"
接触,せっしょく,접촉,JLPT_1 JLPT,euP9o6khjK
接続詞,せつぞくし,접속사,JLPT_1 JLPT,jxx/dj^^[F
設置,せっち,설치,JLPT_1 JLPT,dTa#ev1!lY
折衷,せっちゅう,절충,JLPT_1 JLPT,z.Jdo5|UwK
設定,せってい,설정,JLPT_1 JLPT,EL[q3!y3K%
説得,せっとく,설득,JLPT_1 JLPT,p@nzS4e%Pe
切ない,せつない,애틋하다,JLPT_1 JLPT,Op2N@ZY@PL
絶版,ぜっぱん,절판,JLPT_1 JLPT,wscau>2!!B
設立,せつりつ,설립,JLPT_1 JLPT,nV|*LLs6}!
攻め,せめ,공세,JLPT_1 JLPT,lp+Bg:0JY+
ゼリー,ゼリー,젤리,JLPT_1 JLPT,pUMI]4pC]5
セレモニー,セレモニー,의식,JLPT_1 JLPT,ElF~:n|$Dm
世論,せろん,여론,JLPT_1 JLPT,cn7+uG:k{Q
先,せん,"먼저, 우선",JLPT_1 JLPT,K[s:+C@-V{
繊維,せんい,섬유,JLPT_1 JLPT,IoI]vI^@?E
全快,ぜんかい,"쾌유, 완쾌",JLPT_1 JLPT,jMG%U5Y*b]
宣教,せんきょう,선교,JLPT_1 JLPT,t2!m+EN<kt
宣言,せんげん,선언,JLPT_1 JLPT,N*Sn3]6F}u
戦災,せんさい,"전재, 전쟁 피해",JLPT_1 JLPT,g*>*T{UX8V
専修,せんしゅう,"전공, 전문적으로 배움",JLPT_1 JLPT,iF/[EjL/PH
戦術,せんじゅつ,전술,JLPT_1 JLPT,fClOu9u4S.
センス,センス,눈치,JLPT_1 JLPT,kOf@Kc#S!?
潜水,せんすい,잠수,JLPT_1 JLPT,kXmApIVn4{
全盛,ぜんせい,전성,JLPT_1 JLPT,PA4!?*R&)6
先代,せんだい,윗대,JLPT_1 JLPT,A@$Xh`C*#q
先だって,せんだって,전,JLPT_1 JLPT,bpeAMs`g=B
先着,せんちゃく,선착,JLPT_1 JLPT,s5`[<)lze/
前提,ぜんてい,전제,JLPT_1 JLPT,M^(]5)Q28q
先天的,せんてんてき,선천적,JLPT_1 JLPT,e8-*cxos*(
前途,ぜんと,"앞길, 전도",JLPT_1 JLPT,rUv_dSLlLH
戦闘,せんとう,전투,JLPT_1 JLPT,LE#Z8!)h7>
潜入,せんにゅう,침투,JLPT_1 JLPT,jwMP<D<nu+
船舶,せんぱく,선박,JLPT_1 JLPT,yT?Wj-:Bft
全滅,ぜんめつ,격멸,JLPT_1 JLPT,gs]{cpbeS;
専用,せんよう,전용,JLPT_1 JLPT,E|;c&Jmrd8
占領,せんりょう,점령,JLPT_1 JLPT,N-V{tXojX`
善良,ぜんりょう,선량; 선량한,JLPT_1 JLPT,eGNEV*g</#
戦力,せんりょく,전력,JLPT_1 JLPT,jsYNJMtfV.
前例,ぜんれい,선례,JLPT_1 JLPT,z6IRT7DoRm
相応,そうおう,상응,JLPT_1 JLPT,Cm`/n`5$^$
総会,そうかい,총회,JLPT_1 JLPT,v.Q]y8[=}p
創刊,そうかん,창간,JLPT_1 JLPT,k7n}7cIr>q
雑木,ぞうき,잡목,JLPT_1 JLPT,K-dqvXawa`
早急,そうきゅう,긴급한,JLPT_1 JLPT,xFEe8[1r^m
早急,さっきゅう,긴급한,JLPT_1 JLPT,n`GeYo>FBk
増強,ぞうきょう,증강,JLPT_1 JLPT,"rV,>ZZ=T]Q"
送金,そうきん,송금,JLPT_1 JLPT,bDXNFraL0R
走行,そうこう,주행,JLPT_1 JLPT,E{T/IqjEfE
総合,そうごう,종합,JLPT_1 JLPT,nY;2hmT##_
捜索,そうさく,수색,JLPT_1 JLPT,Q:2J1qwTVc
蔵相,ぞうしょう,재무상,JLPT_1 JLPT,fn1-ZB(4T-
装飾,そうしょく,장식,JLPT_1 JLPT,QA)=&Wj6HM
増進,ぞうしん,증진,JLPT_1 JLPT,IZpN7AL;vh
相対,そうたい,상대,JLPT_1 JLPT,I!n?!w[?BY
壮大,そうだい,"웅장한, 위엄 있는, 장엄한",JLPT_1 JLPT,"mVUTF,w/3&"
騒動,そうどう,"소동, 분쟁",JLPT_1 JLPT,f=viWAh8g@
遭難,そうなん,조난,JLPT_1 JLPT,E:/^OnBk`
相場,そうば,"시세, 장세",JLPT_1 JLPT,sA7SWg(`IK
装備,そうび,장비,JLPT_1 JLPT,k;e~1ueRAo
創立,そうりつ,창립,JLPT_1 JLPT,jki@VUPP0r
添える,そえる,"곁들이다, 딸리다",JLPT_1 JLPT,"h,nxD[s(P9"
ソース,ソース,소스,JLPT_1 JLPT,tTpwt)2AmK
即座に,そくざに,"대번, 대번에",JLPT_1 JLPT,P;B^M<8:(U
促進,そくしん,촉진,JLPT_1 JLPT,qh4@1q0m.W
即する,そくする,"부합하다, 입각하다",JLPT_1 JLPT,t:DoS~nc0!
束縛,そくばく,속박,JLPT_1 JLPT,l|/yaf0Kt?
側面,そくめん,측면,JLPT_1 JLPT,g+c1Ex)t~@
損う,そこなう,"해치다, 손상하다",JLPT_1 JLPT,lT+Npb!3tv
そこら,そこら,"그 근처, 그쯤",JLPT_1 JLPT,sWp/2)qrjX
素材,そざい,소재,JLPT_1 JLPT,k+jer~`){}
阻止,そし,저지,JLPT_1 JLPT,H_Bg*f2w~u
訴訟,そしょう,소송,JLPT_1 JLPT,r473?K:c)w
育ち,そだち,"성장, 자라난 환경",JLPT_1 JLPT,I7y!o0nH<>
措置,そち,조치,JLPT_1 JLPT,wm=Ne<1R~K
ソックス,ソックス,양말,JLPT_1 JLPT,bW`v0lIx&{
素っ気無い,そっけない,매정하다,JLPT_1 JLPT,m@~(NcJuf8
外方,そっぽ,"외면, 딴쪽",JLPT_1 JLPT,mx1|xYC`zo
備え付ける,そなえつける,달다,JLPT_1 JLPT,?a*256zVd
備わる,そなわる,비치되다,JLPT_1 JLPT,f0#k].O9>M
具わる,そなわる,갖추어지다,JLPT_1 JLPT,hS*=fc5g`d
聳える,そびえる,솟다,JLPT_1 JLPT,N#XbC.4.6E
素朴,そぼく,검소,JLPT_1 JLPT,i)~;{+Y_4I
背く,そむく,걸리다,JLPT_1 JLPT,lwG+$Mpa}3
染まる,そまる,염색되다,JLPT_1 JLPT,D^_/a/#sXJ
染める,そめる,"들이다, 물들이다",JLPT_1 JLPT,"u,7!Dp;dsk"
そらす,そらす,떼다,JLPT_1 JLPT,O/=U<S;HO[
そり (～にのる),そり (～にのる),썰매,JLPT_1 JLPT,oD<qmOFt48
反る,そる,"휘다, 젖혀지다",JLPT_1 JLPT,IJaW-#q2K8
それゆえ,それゆえ,"그러므로, 그러한 이유로, 그래서",JLPT_1 JLPT,fd1U3Eqd0z
ソロ,ソロ,"독창, 솔로",JLPT_1 JLPT,r<H?#?:lfS
揃い,そろい,벌,JLPT_1 JLPT,d$?[e]vP*A
ぞんざい,ぞんざい,날림,JLPT_1 JLPT,IV/~qgGGDy
損失,そんしつ,손실,JLPT_1 JLPT,q}vnE8Gq;U
存続,そんぞく,존속,JLPT_1 JLPT,k--fc+@]/s
ダース,ダース,열두 개,JLPT_1 JLPT,LJ)2+[0^`@
対応,たいおう,응대,JLPT_1 JLPT,KZnf.&v={U
大家,たいか,"대가, 권위자; 명문가",JLPT_1 JLPT,Nrwns(8SbS
退化,たいか,퇴화,JLPT_1 JLPT,gPs^-F*IXX
大概,たいがい,대개,JLPT_1 JLPT,h9/$[pq28V
体格,たいかく,체구,JLPT_1 JLPT,F<F1njV;[$
大金,たいきん,큰돈,JLPT_1 JLPT,m_p4U|6#<L
待遇,たいぐう,대우,JLPT_1 JLPT,F5l%#d#e`l
対決,たいけつ,"대결, 맞대결",JLPT_1 JLPT,sKn[*vv=gw
体験,たいけん,경험,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o%)Oc|W=Ka
対抗,たいこう,대항,JLPT_1 JLPT,Rd@pS:`}f/
退治,たいじ,퇴치,JLPT_1 JLPT,pC*Xx^dBSu
大衆,たいしゅう,대중,JLPT_1 JLPT,nog=kohV~>
対処,たいしょ,대처,JLPT_1 JLPT,yMT#3SVsQ>
退職,たいしょく,퇴직,JLPT_1 JLPT,zj2z79]QG@
題する,だいする,제목을 붙이다,JLPT_1 JLPT,"F)V}e,NP?K"
態勢,たいせい,태세,JLPT_1 JLPT,q2.f(w/7&
対談,たいだん,대담,JLPT_1 JLPT,F(U~._UF.|
大胆,だいたん,대담,JLPT_1 JLPT,NiV/^uCv:g
対等,たいとう,대등,JLPT_1 JLPT,e2@L)L#}Hy
台無し,だいなし,엉망,JLPT_1 JLPT,O<W!7i{%=i
滞納,たいのう,체납,JLPT_1 JLPT,"EVFf,lL5*1"
対比,たいひ,대비,JLPT_1 JLPT,QS^fJ(5L6U
タイピスト,タイピスト,타자수,JLPT_1 JLPT,rgU6t{db}6
大部,たいぶ,"상당히, 꽤",JLPT_1 JLPT,M:e6p(bi4/
大便,だいべん,똥,JLPT_1 JLPT,bxG(1E~XYm
代弁,だいべん,대변,JLPT_1 JLPT,MRN2]i=t=d
待望,たいぼう,고대,JLPT_1 JLPT,qE#$km{TWt
台本,だいほん,각본,JLPT_1 JLPT,RgJye)6k}y
タイマー,タイマー,타이머,JLPT_1 JLPT,Jpmdj[Dy-8
怠慢,たいまん,태만,JLPT_1 JLPT,o+E(5HE.HE
タイミング,タイミング,타이밍,JLPT_1 JLPT,xPwaZgIXR*
タイム,タイム,"타임, 타임아웃",JLPT_1 JLPT,jbo*<.eMG[
タイムリー,タイムリー,"시기적절함; 적시타, 타점",JLPT_1 JLPT,yP9[juCnL[
対面,たいめん,대면,JLPT_1 JLPT,i`k./6SP4;
代用,だいよう,대용,JLPT_1 JLPT,mu!!VPGcN/
体力,たいりょく,"체력, 근력",JLPT_1 JLPT,k5)wZQr4>y
タイル,タイル,타일,JLPT_1 JLPT,ATn!+%/EU;
対話,たいわ,대화,JLPT_1 JLPT,dArvNg;d~A
耐える,たえる,"배기다, 버티다",JLPT_1 JLPT,fX{nWJ2pLZ
堪える,たえる,참다,JLPT_1 JLPT,Lk-i;aQnR+
絶える,たえる,"끊어지다, 떨어지다",JLPT_1 JLPT,rTE!2k^D@
断える,たえる,"끊어지다, 끊기다",JLPT_1 JLPT,Qs%N8rxgY7
打開,だかい,타개,JLPT_1 JLPT,mQ|SYI%fP]
焚火,たきび,모닥불,JLPT_1 JLPT,LcA{{ZbodA
妥協,だきょう,타협,JLPT_1 JLPT,"s%Avc+h,O*"
たくましい,たくましい,"건장한, 강한, 튼튼한",JLPT_1 JLPT,"P8,W5KAJY/"
巧み,たくみ,"솜씨, 교묘함",JLPT_1 JLPT,i]Z*A6(YX(
丈,たけ,길이,JLPT_1 JLPT,enuUDdn`y|
打撃,だげき,방망이,JLPT_1 JLPT,"t;}gxU%<,g"
妥結,だけつ,타결,JLPT_1 JLPT,l2ZF^5r/@.
駄作,ださく,졸작,JLPT_1 JLPT,Lw)j7o&?}o
足し算,たしざん,덧셈,JLPT_1 JLPT,iE/CUShX8n
多数決,たすうけつ,다수결,JLPT_1 JLPT,"OJ~&,3EcJ/"
助け,たすけ,도움,JLPT_1 JLPT,j0*?atjOa+
携わる,たずさわる,몸담다,JLPT_1 JLPT,McI/Z<qse(
漂う,ただよう,떠다니다,JLPT_1 JLPT,bR^R=T^]/Z
立ち去る,たちさる,뜨다,JLPT_1 JLPT,x4xomzb{(l
立ち寄る,たちよる,들르다,JLPT_1 JLPT,"i~*^/,u.M%"
抱っこ,だっこ,"안기, 안아 줌",JLPT_1 JLPT,u]W;19*#xC
達者,たっしゃ,능숙함; 건강함,JLPT_1 JLPT,QMO]Jn&?Ra
脱出,だっしゅつ,탈출,JLPT_1 JLPT,rfK<qkCIf]
脱する,だっする,"탈피되다, 탈피하다",JLPT_1 JLPT,t;JPYpd=u$
達成,たっせい,달성,JLPT_1 JLPT,y%qBRcv/jg
脱退,だったい,탈퇴,JLPT_1 JLPT,ncettC@%js
だったら,だったら,그러면,JLPT_1 JLPT,C/Y!eNd>%+
立て替える,たてかえる,대납하다,JLPT_1 JLPT,kf$XJ8^ry/
建前,たてまえ,입장; 공개 석상에서 취하는 태도; 원칙,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,L3SqCRekB4
奉る,たてまつる,추앙하다,JLPT_1 JLPT,f5~QK@<Z?-
だと,だと,-거니,JLPT_1 JLPT,AdbIr)ODQy
他動詞,たどうし,타동사,JLPT_1 JLPT,k%4*4&yY`0
辿り着く,たどりつく,고생 끝에 도착하다,JLPT_1 JLPT,g7HZru1rgh
辿る,たどる,좇다,JLPT_1 JLPT,wGxS[a6&-W
束ねる,たばねる,묶다,JLPT_1 JLPT,f-6#7v|syX
だぶだぶ,だぶだぶ,헐렁헐렁,JLPT_1 JLPT,gN6($!p`)9
他方,たほう,한편,JLPT_1 JLPT,kBVB0U>~W;
多忙,たぼう,바쁜,JLPT_1 JLPT,&tDV5aeSi
給う,たまう,"받다, 부여하다",JLPT_1 JLPT,o3qNRs#MmC
魂,たましい,심령,JLPT_1 JLPT,Lule^<EV8B
溜まり,たまり,고임; 모이는 곳; 미납금,JLPT_1 JLPT,vn*T!ewBaY
賜る,たまわる,내리다,JLPT_1 JLPT,HP!zs26?IS
保つ,たもつ,건사하다,JLPT_1 JLPT,gTbXu)j!`=
たやすい,たやすい,"이유없이 할 수 있다, 쉽다",JLPT_1 JLPT,AG]dUK?GLW
多様,たよう,갖가지,JLPT_1 JLPT,vtZOkeWk&x
だるい,だるい,"노곤하다, 녹작지근하다",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,"ssq5O?,bMD"
弛み,たるみ,"느슨한, 느슨해지는",JLPT_1 JLPT,CfA9KvwrNs
弛む,たるむ,"느슨해지다, 해이해지다",JLPT_1 JLPT,Q3_&mJpm{q
垂れる,たれる,처지다,JLPT_1 JLPT,"dR~s,A!paY"
タレント,タレント,탤런트,JLPT_1 JLPT,lrfU7E]iMP
タワー,タワー,탑,JLPT_1 JLPT,v5:z0AFR9T
単一,たんいつ,단일,JLPT_1 JLPT,h$`k(ir0Rg
短歌,たんか,단카,JLPT_1 JLPT,Ir#MY^13Ie
担架,たんか,들것,JLPT_1 JLPT,HV+tZ)Qo19
短気,たんき,"성급함, 급한 성질",JLPT_1 JLPT,"q,u5ZnTUee"
団結,だんけつ,단결,JLPT_1 JLPT,nY!|1{!OCq
探検,たんけん,탐험,JLPT_1 JLPT,sRi|/nSA`o
断言,だんげん,장담,JLPT_1 JLPT,w+Gv2p_R~h
短縮,たんしゅく,단축,JLPT_1 JLPT,"loQag*w7,y"
断然,だんぜん,단연코,JLPT_1 JLPT,i4oX5JR1dF
炭素,たんそ,탄소,JLPT_1 JLPT,x^}A~2~z<O
短大,たんだい,"전문 대학, 전문대",JLPT_1 JLPT,q^nCWsg[HX
単調,たんちょう,"단조로움, 단조로운, 지루함",JLPT_1 JLPT,rL$X_?_Pk#
単独,たんどく,단독,JLPT_1 JLPT,esBhRW$7nM
旦那,だんな,남편,JLPT_1 JLPT,Eg]wBS#KM/
短波,たんぱ,단파,JLPT_1 JLPT,i|6Bns+L;/
蛋白質,たんぱくしつ,단백질,JLPT_1 JLPT,Jp^dQ($699
ダンプ,ダンプ,덤프트럭,JLPT_1 JLPT,Nw}Lm}Btbw
断面,だんめん,단면,JLPT_1 JLPT,GKBfUV.8Iw
弾力,だんりょく,탄력,JLPT_1 JLPT,msj@^X&|0|
治安,ちあん,치안,JLPT_1 JLPT,"BnO,YE-DZD"
チームワーク,チームワーク,팀워크,JLPT_1 JLPT,P=nF6sUVt[
チェンジ,チェンジ,변화,JLPT_1 JLPT,Dijxw<8QAe
違える,ちがえる,달리하다,JLPT_1 JLPT,l%F*x{2Z?s
畜産,ちくさん,축산,JLPT_1 JLPT,JuGLp(:y{X
畜生,ちくしょう,"빌어먹을, 염병",JLPT_1 JLPT,vq_X{4/863
蓄積,ちくせき,축적,JLPT_1 JLPT,Pr<}&RmAQ(
地形,ちけい,지형,JLPT_1 JLPT,z9e8bk2QkU
知性,ちせい,지성,JLPT_1 JLPT,O7tGamj6Tf
乳,ちち,젖,JLPT_1 JLPT,"l,=LW~Hy+r"
縮まる,ちぢまる,"졸아들다, 쪼그라들다",JLPT_1 JLPT,wu7wbA:9_;
秩序,ちつじょ,질서,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,P)jMU1FkFO
窒息,ちっそく,질식,JLPT_1 JLPT,fDBko;}]D
知的,ちてき,지적,JLPT_1 JLPT,jiAkN.}ZmV
着手,ちゃくしゅ,착수,JLPT_1 JLPT,F[_a*7LJN.
着色,ちゃくしょく,착색,JLPT_1 JLPT,N#Q=xWnJKS
着席,ちゃくせき,착석,JLPT_1 JLPT,MeN__AKyp|
着目,ちゃくもく,착안,JLPT_1 JLPT,wi@WVZX@m|
着陸,ちゃくりく,착륙,JLPT_1 JLPT,b|+eNo%pfV
着工,ちゃっこう,기공,JLPT_1 JLPT,Ew6+3{D_ru
茶の間,ちゃのま,거실,JLPT_1 JLPT,N9-wCuA<Rp
茶の湯,ちゃのゆ,다도,JLPT_1 JLPT,ejvH[/WC(/
ちやほや,ちやほや,주위가 비위를 맞춰주거나 응석받이를 해주는 모습,JLPT_1 JLPT,p7xbFu82u*
チャンネル,チャンネル,채널,JLPT_1 JLPT,nV5l[5`h]F
宙返り,ちゅうがえり,재주넘기,JLPT_1 JLPT,G#D%$XG0_r
中継,ちゅうけい,중계,JLPT_1 JLPT,MWNEDyrDN$
忠告,ちゅうこく,"충고, 충언",JLPT_1 JLPT,N9-O04D*/i
中傷,ちゅうしょう,중상,JLPT_1 JLPT,p0CsH{8#JZ
中枢,ちゅうすう,기간,JLPT_1 JLPT,r%Mjj+Ek{5
抽選,ちゅうせん,제비뽑기,JLPT_1 JLPT,0KYkNtfpJ
中断,ちゅうだん,중단,JLPT_1 JLPT,w>%6r/va[-
中毒,ちゅうどく,중독,JLPT_1 JLPT,LzJ=jxfHor
中腹,ちゅうふく,산허리,JLPT_1 JLPT,tB+gKvvwou
中立,ちゅうりつ,중립,JLPT_1 JLPT,PZFB#``%5o
中和,ちゅうわ,중화,JLPT_1 JLPT,nyH&P(=%8Y
～著,～ちょ,저,JLPT_1 JLPT,fQ0a}K7p9f
腸,ちょう,장,JLPT_1 JLPT,K%kn{5[S%7
蝶,ちょう,나비,JLPT_1 JLPT,q;0HqmYw1-
超,ちょう,"초~, 매우",JLPT_1 JLPT,Eiftj43[ej
調印,ちょういん,조인,JLPT_1 JLPT,+X8b+]_hF
聴覚,ちょうかく,청각,JLPT_1 JLPT,C>6Ay%IdDe
長官,ちょうかん,장관,JLPT_1 JLPT,"H,v:QJS0Yi"
聴講,ちょうこう,청강,JLPT_1 JLPT,dMxJpHdu-m
徴収,ちょうしゅう,징수,JLPT_1 JLPT,LIId5$2fh5
聴診器,ちょうしんき,청진기,JLPT_1 JLPT,A2>D_NQ`=%
調停,ちょうてい,조정,JLPT_1 JLPT,zrfL7jNQ@_
重複,ちょうふく,중복,JLPT_1 JLPT,yXhchN!{a9
長編,ちょうへん,장편 소설,JLPT_1 JLPT,u19=nL^X<]
重宝,ちょうほう,"편리함, 유용함; 소중히 여김",JLPT_1 JLPT,P`*HZ|)=W)
調理,ちょうり,조리,JLPT_1 JLPT,P`dt.f6=&.
調和,ちょうわ,하모니,JLPT_1 JLPT,MQV-Mk:gSq
ちょくちょく,ちょくちょく,"자주, 빈번하게, 가끔씩",JLPT_1 JLPT,eXEksqIu&w
直面,ちょくめん,당면,JLPT_1 JLPT,Q%puR-vfcY
著書,ちょしょ,저서,JLPT_1 JLPT,k8We;qzOF?
貯蓄,ちょちく,저축,JLPT_1 JLPT,yk~={SS:?P
直感,ちょっかん,직감,JLPT_1 JLPT,QySp}y0;^p
著名,ちょめい,저명,JLPT_1 JLPT,X^slZ{jL{
ちらっと,ちらっと,"힐금, 힐끔",JLPT_1 JLPT,N3Y^D/sd+D
塵,ちり,먼지,JLPT_1 JLPT,E+SU)Yck+x
塵取り,ちりとり,쓰레받기,JLPT_1 JLPT,APKgG.~B~%
賃金,ちんぎん,임금,JLPT_1 JLPT,R~b_`JWOQ
沈殿,ちんでん,침전,JLPT_1 JLPT,G+XQh2h;J
沈没,ちんぼつ,침몰,JLPT_1 JLPT,iW4PqKe`G4
沈黙,ちんもく,침묵,JLPT_1 JLPT,px*6fcGx;&
陳列,ちんれつ,진열,JLPT_1 JLPT,iwMSM}M#]k
追及,ついきゅう,추궁,JLPT_1 JLPT,noU*13b5O-
追跡,ついせき,추적,JLPT_1 JLPT,x&s%FCI5Z$
追放,ついほう,추방,JLPT_1 JLPT,wlC&^*I(#k
費やす,ついやす,쓰다,JLPT_1 JLPT,H-?H<E[N4R
墜落,ついらく,추락,JLPT_1 JLPT,GIlG86j>ft
痛感,つうかん,"통감, 뼈저리게 느낌",JLPT_1 JLPT,w#*!ZaG>/&
通常,つうじょう,통상적,JLPT_1 JLPT,CK7#B(npW6
痛切,つうせつ,"절실함, 통렬함",JLPT_1 JLPT,P)gMK#>#mQ
杖,つえ,지팡이,JLPT_1 JLPT,E%FRI/LaC<
使い道,つかいみち,"쓰임, 쓸모",JLPT_1 JLPT,C.3OB5&{uj
仕える,つかえる,섬기다,JLPT_1 JLPT,"yJ9cY,O`h("
司る,つかさどる,관장하다,JLPT_1 JLPT,N0ki8Oo?OJ
つかの間,つかのま,"순간, 짧은 시간, ",JLPT_1 JLPT,"HjZRq7,M3q"
月並,つきなみ,"평범함, 진부함",JLPT_1 JLPT,"s,jIH8HGr)"
継目,つぎめ,"이음새, 솔기",JLPT_1 JLPT,g`*Hbj}:;n
尽きる,つきる,되다,JLPT_1 JLPT,D@MfPrj.$e
尽くす,つくす,"다하다, 경주하다",JLPT_1 JLPT,du~n(l-y;V
つくづく,つくづく,"곰곰이, 절실히",JLPT_1 JLPT,sr:&|?%)^o
作り,つくり,"구성, 구조, 체격",JLPT_1 JLPT,k)o<GJT`g{
造り,つくり,"구성, 구조, 체격",JLPT_1 JLPT,yc(=JOoe^y
繕う,つくろう,"고치다, 수선하다",JLPT_1 JLPT,rVgUbJ=*17
付け加える,つけくわえる,부가하다,JLPT_1 JLPT,G(BFo.4q2m
告げる,つげる,고하다,JLPT_1 JLPT,<m$M~A%1_
