expression,reading,meaning,tags,guid
相手,あいて,상대,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_2 JLPT_3,y[.4]/S_M)
あいにく,あいにく,마침,JLPT JLPT_2 JLPT_3,hzWiJ*CbeE
遭う,あう,만나다,JLPT JLPT_2 JLPT_3,5(WM8:K%>
アウト,アウト,아웃,JLPT JLPT_2 JLPT_3,l:i}>N{A|}
明かり,あかり,불빛,JLPT JLPT_2 JLPT_3,evqBji16kk
空き,あき,"빈자리, 여유",JLPT JLPT_2 JLPT_3,o4~on{17B&
明らか,あきらか,"명백한, 분명한",JLPT JLPT_2 JLPT_3,xr&[9MdyXM
諦める,あきらめる,단념하다,Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2 JLPT_3,cVjy7W5yAS
飽きる,あきる,질리다,JLPT JLPT_2 JLPT_3,MTVy#<!xxJ
握手,あくしゅ,악수,JLPT JLPT_2 JLPT_3,BX@vSTsJMQ
悪魔,あくま,마,JLPT JLPT_2 JLPT_3,gY|8LCMcvD
明ける,あける,밝다,JLPT JLPT_2 JLPT_3,QYMAJT+i|R
揚げる,あげる,튀기다,JLPT JLPT_2 JLPT_3,kDT9EKS)@x
挙げる,あげる,올리다,JLPT JLPT_2 JLPT_3,"GPil,F&M@,"
預かる,あずかる,맡다,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_2 JLPT_3,n!!dea66oU
預ける,あずける,맡기다,JLPT JLPT_2 JLPT_3,ITjUmdJ?SA
汗,あせ,땀,JLPT JLPT_2 JLPT_3,L.:p?!w~-_
与える,あたえる,주다,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_2 JLPT_3,GyK@0^nn9D
温かい,あたたかい,뜨뜻하다,JLPT JLPT_2 JLPT_3,QwQJvr;Yu/
暖まる,あたたまる,따뜻해지다,JLPT JLPT_2 JLPT_3,cRMS.07iEY
温まる,あたたまる,녹다,JLPT JLPT_2 JLPT_3,Cc_8n~b{Xr
暖める,あたためる,데우다,JLPT JLPT_2 JLPT_3,c^bO3wi-j`
温める,あたためる,데우다,JLPT JLPT_2 JLPT_3,nR%K+*);#2
辺り,あたり,근방,Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_2 JLPT_3,Nhf6;`GIs6
当たり前,あたりまえ,응당,JLPT JLPT_2 JLPT_3,"F|qH}g,OWJ"
当たる,あたる,맞다,JLPT JLPT_2 JLPT_3,c~5${Vgwlg
あちこち,あちこち,곳곳,JLPT JLPT_2 JLPT_3,zllf&_UO$c
扱う,あつかう,다루다,Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2 JLPT_3,"o08cD,?4sA"
集まり,あつまり,그룹,JLPT JLPT_2 JLPT_3,jBK/@[g6Hm
当てる,あてる,맞히다,JLPT JLPT_2 JLPT_3,z-r@1e!?]p
跡,あと,"행적, 뒤",JLPT JLPT_2 JLPT_3,q{EbQ0$xa;
穴,あな,펑크,JLPT JLPT_2 JLPT_3,J_{zaxL58i
油,あぶら,기름,JLPT JLPT_2 JLPT_3,h++g*X+)DT
脂,あぶら,기름,JLPT JLPT_2 JLPT_3,yaI6J=&24M
誤り,あやまり,착오,JLPT JLPT_2 JLPT_3,Q&O=zHLH43
粗,あら,허물,JLPT JLPT_2 JLPT_3,uo3L]S3}+n
嵐,あらし,폭풍,JLPT JLPT_2 JLPT_3,"x>[,-C/.7:"
争う,あらそう,"다투다, 싸우다",JLPT JLPT_2 JLPT_3,gCt~zB/0M*
新た,あらた,"새로움; 또, 새로 시작함; 생생함",JLPT JLPT_2 JLPT_3,vUk>5+m4>^
あらゆる,あらゆる,온갖,JLPT JLPT_2 JLPT_3,fRH=B?!]8k
表す,あらわす,"나타내다, 드러내다",JLPT JLPT_2 JLPT_3,J4D9:Mg)~^
現す,あらわす,나타내다,JLPT JLPT_2 JLPT_3,"J};,Fjv6&g"
著す,あらわす,펴내다,JLPT JLPT_2 JLPT_3,A}kQPl<:b_
現れ,あらわれ,출현,JLPT JLPT_2 JLPT_3,wIR$)+P>p)
現れる,あらわれる,나타나다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,uNu]Gn1cS@
ありがとう,ありがとう,고마워,JLPT JLPT_2 JLPT_3,"BCk,]QT,C;"
在る; 有る,ある,"있다, 존재하다",JLPT JLPT_2 JLPT_3,ugXsXN3GZ/
或,ある,어떤,JLPT JLPT_2 JLPT_3,fPA~S.(r2^
あるいは,あるいは,혹은,JLPT JLPT_2 JLPT_3,GpvtMObv5I
アルバム,アルバム,앨범,JLPT JLPT_2 JLPT_3,LY~;26p.Bn
泡,あわ,거품,JLPT JLPT_2 JLPT_3,xuN<Cc$=0q
合わせる,あわせる,합치다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,I=R#`?=:d[
慌てる,あわてる,당황하다,JLPT JLPT_2 JLPT_3,QKvMMW7GPN
哀れ,あわれ,측은,JLPT JLPT_2 JLPT_3,Di(vg]NB]7
案,あん,안,JLPT JLPT_2 JLPT_3,wa#Lw#FwSj
案外,あんがい,의외로,JLPT JLPT_2 JLPT_3,c{:][-]9cx
暗記,あんき,암기,JLPT JLPT_2 JLPT_3,J|(sO>=G;)
安定,あんてい,안정,JLPT JLPT_2 JLPT_3,tq=A(a}mBR
あんなに,あんなに,"그리도, 저다지",JLPT JLPT_2 JLPT_3,qL7ozV1EL!
あんまり,あんまり,"그다지, 별로",JLPT JLPT_2 JLPT_3,nQM2*X0Uly
胃,い,위,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,J;|<l]nldO
委員,いいん,위원,JLPT JLPT_2 JLPT_3,"yw,e]%D0#"
意外,いがい,"뜻밖, 의외",JLPT JLPT_2 JLPT_3,w~HVZz5(Yv
行き,いき,(차편의) ~행,JLPT JLPT_2 JLPT_3,sv:5&WPn~-
行き,ゆき,(차편의) ~행,JLPT JLPT_2 JLPT_3,Qo3!wH.:.8
息,いき,숨,JLPT JLPT_2 JLPT_3,Mg6)U{FFzO
勢い,いきおい,"기운, 세",JLPT JLPT_2 JLPT_3,b/)jjg52IA
生き物,いきもの,생물체,JLPT JLPT_2 JLPT_3,cJD+|G`QOg
いけない,いけない,"안 된다, 좋지 않다; ~해야 한다",JLPT JLPT_2 JLPT_3,rH~_kL3NSH
医師,いし,의사,JLPT JLPT_2 JLPT_3,L]3urgx$u7
意思,いし,의사,JLPT JLPT_2 JLPT_3,GeK4#dpi2R
意志,いし,의지,JLPT JLPT_2 JLPT_3,F^=nB=4_Bt
維持,いじ,유지,JLPT JLPT_2 JLPT_3,NkxQSQGjpb
意識,いしき,의식,JLPT JLPT_2 JLPT_3,B.j@@N??C@
異常,いじょう,이상,JLPT JLPT_2 JLPT_3,O08lYk-IK<
意地悪,いじわる,심술쟁이,JLPT JLPT_2 JLPT_3,Q2_n%:>L!6
泉,いずみ,"샘, 샘물",JLPT JLPT_2 JLPT_3,l*ms=cUi*A
いずれ,いずれ,"어느 것, 어느 쪽; 언젠가",JLPT JLPT_2 JLPT_3,tyll~{/>;}
以前,いぜん,이전,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,vzioeTDgh&
板,いた,널,JLPT JLPT_2 JLPT_3,rTsp9B=&#y
偉大,いだい,위대함,JLPT JLPT_2 JLPT_3,Dj58mSmcXd
抱く,いだく,안다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,bnBW}<VC5Y
いたずら,いたずら,장난,JLPT JLPT_2 JLPT_3,GffoWqmg)Q
いただきます,いただきます,잘 먹겠습니다,JLPT JLPT_2 JLPT_3,jhTihku]b|
痛み,いたみ,"통증, 아픔",JLPT JLPT_2 JLPT_3,fCH])@V^N}
至る,いたる,"가다, 다다르다",JLPT JLPT_2 JLPT_3,go_hN=pqmn
市,いち,"장, 저자",JLPT_1 JLPT JLPT_2 JLPT_3,b}j[=OS2%d
位置,いち,위치,JLPT JLPT_2 JLPT_3,rRL{bp[klU
一時,いちじ,일시,JLPT JLPT_2 JLPT_3,rZn?lv+;:4
一度に,いちどに,한꺼번에,JLPT JLPT_2 JLPT_3,AK)V=Yq3mS
市場,いちば,시장,JLPT JLPT_2 JLPT_3,DBqN2uJ#li
いつか,いつか,언젠가,JLPT JLPT_2 JLPT_3,FR_y9u}n#<
一家,いっか,일가족,JLPT JLPT_2 JLPT_3,l/wm^:qD$x
一種,いっしゅ,일종,JLPT JLPT_2 JLPT_3,sn._eGR[}-
一瞬,いっしゅん,순간,JLPT JLPT_2 JLPT_3,Qq!{_/r0wa
一生,いっしょう,한평생,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,AtHZ6K9AwM
一層,いっそう,"한층, 일층",JLPT JLPT_2 JLPT_3,CjCbT!QO~}
一体,いったい,도대체,JLPT JLPT_2 JLPT_3,K?hP0<cU>&
一致,いっち,일치,JLPT JLPT_2 JLPT_3,ysxIQslQyD
いつでも,いつでも,무시로,JLPT JLPT_2 JLPT_3,N>sX%eJi!w
いつのまにか,いつのまにか,어느덧,JLPT JLPT_2 JLPT_3,D<V5f@i{!T
一般,いっぱん,일반,JLPT JLPT_2 JLPT_3,mhggl5@LT?
一方,いっぽう,한편,JLPT JLPT_2 JLPT_3,ta7h-#VP%b
いつまでも,いつまでも,영영,JLPT JLPT_2 JLPT_3,r@zE/Lc+82
移動,いどう,이동,JLPT JLPT_2 JLPT_3,yz:o#%V|;@
従兄弟,いとこ,사촌,JLPT JLPT_2 JLPT_3,CcBJPKt<s5
従姉妹,いとこ,사촌,JLPT JLPT_2 JLPT_3,s78r`;/ON~
稲,いね,나락,JLPT JLPT_2 JLPT_3,HQD[kKI--m
居眠り,いねむり,말뚝잠,JLPT JLPT_2 JLPT_3,p&}.agckN6
命,いのち,"명줄, 목숨",JLPT JLPT_2 JLPT_3,"z7V@a,~`Re"
違反,いはん,위반,JLPT JLPT_2 JLPT_3,jOqAs(GP-H
衣服,いふく,옷가지,JLPT JLPT_2 JLPT_3,pHoA66%Mk&
居間,いま,거실,JLPT JLPT_2 JLPT_3,G/@=.gt:M?
今に,いまに,언젠가,JLPT JLPT_2 JLPT_3,E1NlCS5^&;
今にも,いまにも,당장,JLPT JLPT_2 JLPT_3,Kiwg*7Fayc
イメージ,イメージ,"이미지, 심상; 이미지화하다",JLPT JLPT_2 JLPT_3,m5PWtQuC8
否,いや,"아니, 아니오",JLPT JLPT_2 JLPT_3,t%b|d?y!x;
以来,いらい,"이내, 이래",JLPT JLPT_2 JLPT_3,wKMM5>=Rhf
依頼,いらい,부탁,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"A,;GX*Z1pN"
いらいら,いらいら,초조함. 안달남,JLPT JLPT_2 JLPT_3,cX)s!En;S_
いらっしゃい,いらっしゃい,어서오십시오,JLPT JLPT_2 JLPT_3,c2%8d/UU0k
医療,いりょう,의료,JLPT JLPT_2 JLPT_3,kJzii8E*wG
岩,いわ,바위,JLPT JLPT_2 JLPT_3,G|eL<b]=]q
祝い,いわい,축하,JLPT JLPT_2 JLPT_3,GZfmX5Jx8(
祝う,いわう,축하하다,JLPT JLPT_2 JLPT_3,X@UPs?&].
言わば,いわば,"이를테면, 일테면",JLPT JLPT_2 JLPT_3,ISB~|Yz?TD
いわゆる,いわゆる,곧,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pIL=hHO-Je
インク,インク,잉크,JLPT JLPT_2 JLPT_3,q1l^_2FS@C
印刷,いんさつ,인쇄,JLPT JLPT_2 JLPT_3,M!0uun/z}U
印象,いんしょう,인상,JLPT JLPT_2 JLPT_3,Q*RbG8|1@p
引退,いんたい,은퇴,JLPT JLPT_2 JLPT_3,CiE>>/IlUa
インタビュー,インタビュー,인터뷰,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,Lr#jpXZo&{
引用,いんよう,인용,JLPT JLPT_2 JLPT_3,mgmTGyy@R!
ウイスキー,ウイスキー,위스키,JLPT JLPT_2 JLPT_3,pU);qhPs)v
上,うわ,"위, 위쪽",JLPT JLPT_2 JLPT_3,Alx@.Upj.V
魚,うお,물고기,JLPT JLPT_2 JLPT_3,"OhV1B,p7lY"
うがい,うがい,양치질,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,k@]kPJW~yl
受け取る,うけとる,받아들이다,JLPT JLPT_2 JLPT_3,"Jr/,h++/bg"
動かす,うごかす,움직이다,JLPT JLPT_2 JLPT_3,NB>1{PM|;}
兎,うさぎ,토끼,JLPT JLPT_2 JLPT_3,"fu:N<z:T,%"
牛,うし,소,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,f~4k*~tyLI
失う,うしなう,잃다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pYDJ7QMJY3
疑う,うたがう,의심하다,JLPT JLPT_2 JLPT_3,rNjW1$Ny&Q
宇宙,うちゅう,우주,JLPT JLPT_2 JLPT_3,z$:a2a^Sj:
討つ,うつ,치다,JLPT JLPT_2 JLPT_3,PyYz(3~uk@
撃つ,うつ,"공격하다, 쏘다",JLPT JLPT_2 JLPT_3,E~&l5[EXS/
うっかり,うっかり,부주의하게; 의도치 않게,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,e}eZDDJ?#=
映す,うつす,비추다,JLPT JLPT_2 JLPT_3,v%$=^xk|L|
訴える,うったえる,"호소하다, 제소하다",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,q3vDC2@R>l
写る,うつる,찍히다,JLPT JLPT_2 JLPT_3,CI<Sr}lwt|
映る,うつる,"비치다, 어리다",JLPT JLPT_2 JLPT_3,b:A%=5OyPu
うなる,うなる,울다,JLPT JLPT_2 JLPT_3,s+o0tk>SxK
奪う,うばう,뺏다,JLPT JLPT_2 JLPT_3,wyO.=2:4&2
馬,うま,말,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,I-Qwz&8r5B
生まれ,うまれ,태생,JLPT JLPT_2 JLPT_3,deVvQ9]dKk
有無,うむ,유무,JLPT JLPT_2 JLPT_3,q6A?^f?DMI
梅,うめ,매실,JLPT JLPT_2 JLPT_3,unQPf%DK.[
埋める,うめる,메우다,JLPT JLPT_2 JLPT_3,wtEE639hh4
裏切る,うらぎる,배신하다,JLPT JLPT_2 JLPT_3,hCN[eLWk|~
羨ましい,うらやましい,"남부럽다, 부럽다",JLPT JLPT_2 JLPT_3,P/?}=]sJqp
売れる,うれる,팔리다,JLPT JLPT_2 JLPT_3,"wjQK4P,#&y"
噂,うわさ,뒷소문,JLPT JLPT_2 JLPT_3,iJw30XJ732
運,うん,"운, 재수",JLPT JLPT_2 JLPT_3,"niW>.BR,WX"
運転,うんてん,운전,JLPT JLPT_2 JLPT_3,x@0Upz+IK7
柄,え,자루,JLPT_1 JLPT JLPT_2 JLPT_3,vAFwXg-!s2
永遠,えいえん,영원,JLPT JLPT_2 JLPT_3,DxPif#CAiw
永久,えいきゅう,"영원, 영속성, 불멸",JLPT JLPT_2 JLPT_3,"H2N,Hwk+O>"
影響,えいきょう,영향,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,xzq]$1i3z}
営業,えいぎょう,영업,JLPT JLPT_2 JLPT_3,xesLH`A]]j
衛星,えいせい,위성,JLPT_1 JLPT JLPT_2 JLPT_3,mODPl+GnJ<
栄養,えいよう,영양,JLPT JLPT_2 JLPT_3,D*<eW1UGaQ
笑顔,えがお,웃음기,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"ck|m~NB,1+"
描く,えがく,그리다,JLPT JLPT_2 JLPT_3,A%|&4/hW0O
餌,えさ,"먹이, 미끼",JLPT JLPT_2 JLPT_3,kFT)$ftn@z
エネルギー,エネルギー,에너지,JLPT JLPT_2 JLPT_3,z36oBXl-RE
得る,える,따다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,v$jA3Lrsi]
得る,うる,"얻다, 획득하다, 손에 넣다, 자기 것으로 하다",JLPT JLPT_2 JLPT_3,sT#y1FGTc!
円,えん,"엔, 원",JLPT JLPT_2 JLPT_3,lsb6<icN4?
延期,えんき,연기,JLPT JLPT_2 JLPT_3,DUXFS%Wd#v
演技,えんぎ,연기,JLPT JLPT_2 JLPT_3,IH<gd>zmOh
援助,えんじょ,원조,JLPT JLPT_2 JLPT_3,h`{I^&2VL&
エンジン,エンジン,엔진,JLPT JLPT_2 JLPT_3,qw.wG*b!Qa
演説,えんぜつ,연설,JLPT JLPT_2 JLPT_3,ubLUzysT08
演奏,えんそう,연주,JLPT JLPT_2 JLPT_3,G9]&KRGi[P
老い,おい,"늙음, 노년",JLPT JLPT_2 JLPT_3,"Hz1%S/^$?,"
追い付く,おいつく,따라잡다,JLPT JLPT_2 JLPT_3,g{~7a$v2sm
王,おう,왕,JLPT JLPT_2 JLPT_3,k#_<4ay=~G
追う,おう,뒤쫓다,JLPT JLPT_2 JLPT_3,x%>16|CvCA
応援,おうえん,응원,JLPT JLPT_2 JLPT_3,NDS^Ak)|LB
王様,おうさま,상감,JLPT JLPT_2 JLPT_3,nKPemrJ_V5
王子,おうじ,왕자,JLPT JLPT_2 JLPT_3,"L`,J_WL+]h"
応じる,おうじる,따르다,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"xK:s,vBFc7"
横断,おうだん,횡단,JLPT JLPT_2 JLPT_3,z/T^y6%uiO
終える,おえる,끝내다,JLPT JLPT_2 JLPT_3,"hO,Zn$Rx<F"
大いに,おおいに,"매우, 대단히",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,fVz%iJ3-E?
覆う,おおう,덮다,JLPT JLPT_2 JLPT_3,Lm%oB!j+E)
大家,おおや,집주인,JLPT JLPT_2 JLPT_3,gc9}{t}#g|
丘,おか,언덕,JLPT JLPT_2 JLPT_3,j@=CkW8>0!
沖,おき,먼바다,JLPT JLPT_2 JLPT_3,d?Pt2wu__v
奥,おく,속,JLPT JLPT_2 JLPT_3,V}(}>#0tD
贈る,おくる,선물하다,JLPT JLPT_2 JLPT_3,rV3X4}6{nQ
起こる,おこる,나다,JLPT JLPT_2 JLPT_3,jY1}sGq4X}
押える,おさえる,잡다,JLPT JLPT_2 JLPT_3,Om1hU>MYS0
幼い,おさない,"어리다, 연소하다",JLPT JLPT_2 JLPT_3,uA[`]K&k.D
収める,おさめる,"저장하다, 지불하다, 공급하다",JLPT JLPT_2 JLPT_3,jL2$>p8($[
納める,おさめる,물다,JLPT JLPT_2 JLPT_3,I#wxPQAM&H
治める,おさめる,다스리다,JLPT JLPT_2 JLPT_3,Groy5Mh=b[
お辞儀,おじぎ,큰절,JLPT JLPT_2 JLPT_3,N&e8jCT!9`
お洒落,おしゃれ,치장,JLPT JLPT_2 JLPT_3,q1.@7#(;?<
お喋り,おしゃべり,"수다, 수다쟁이",JLPT JLPT_2 JLPT_3,J0fhZBKfSu
汚染,おせん,오염,JLPT JLPT_2 JLPT_3,I?+Cu[l]f]
恐らく,おそらく,아마도,JLPT JLPT_2 JLPT_3,kL/tl<Mv0J
恐れる,おそれる,"두려워하다, 무서워하다",JLPT JLPT_2 JLPT_3,x;Xt$GbU:n
恐ろしい,おそろしい,무섭다,JLPT JLPT_2 JLPT_3,JGyLnws+gz
教わる,おそわる,"배우다, 가르침을 받다",JLPT JLPT_2 JLPT_3,"j.|V-R,hM8"
お互い,おたがい,피차,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,"I%(y!,oeu|"
穏やか,おだやか,평온,JLPT JLPT_2 JLPT_3,iQhH7HaHk_
男の人,おとこのひと,남자,JLPT JLPT_3 JLPT_2 Genki_Ln.7 Genki,Bqnqcw;5C8
大人しい,おとなしい,순하다,JLPT JLPT_2 JLPT_3,NiKO$K>WA9
劣る,おとる,뒤떨어지다,JLPT JLPT_2 JLPT_3,Kb0v_SukC>
鬼,おに,술래,JLPT JLPT_2 JLPT_3,Ewa5_MZt)z
帯,おび,"띠, 오비",JLPT JLPT_2 JLPT_3,x^<)4<JIn8
お昼,おひる,"점심, 정오",JLPT JLPT_2 JLPT_3,"QU,c7/WKET"
オフィス,オフィス,사무실,JLPT JLPT_2 JLPT_3,t+v1qGjm`2
溺れる,おぼれる,탐닉하다,JLPT JLPT_2 JLPT_3,L6mI#frmDD
お前,おまえ,당신,JLPT JLPT_2 JLPT_3,kiGe-uw>iW
おめでとう,おめでとう,축하합니다,JLPT JLPT_2 JLPT_3,IjwH:94kN^
お目に掛かる,おめにかかる,뵙다,JLPT JLPT_2 JLPT_3,O[qSUns&-f
思い付く,おもいつく,착상하다,JLPT JLPT_2 JLPT_3,phC=E!Uzsp
思い出,おもいで,"추억, 기억",JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,C>r<Y|QfhA
主に,おもに,주로,JLPT JLPT_2 JLPT_3,KJv^Ck6t)-
思わず,おもわず,무심결,JLPT JLPT_2 JLPT_3,mqEM$vUJ]Z
泳ぎ,およぎ,헤엄,JLPT JLPT_2 JLPT_3,p%YEcD<#qK
およそ,およそ,약,JLPT JLPT_2 JLPT_3,cmb!OC{1dV
及ぼす,およぼす,"끼치다, 입히다",JLPT JLPT_2 JLPT_3,lC%7ty:^eB
下す,おろす,내리다,JLPT JLPT_2 JLPT_3,JRZI*AHd)D
降ろす,おろす,"떨어뜨리다, 내려놓다",JLPT JLPT_2 JLPT_3,PQD_mXy>W.
卸す,おろす,이기다,JLPT JLPT_2 JLPT_3,GT*kAh$cd0
音,おん,음,JLPT JLPT_2 JLPT_3,gkN]*wY]?s
恩,おん,은공,JLPT JLPT_2 JLPT_3,"A4Iq0-B@,;"
温暖,おんだん,온난,JLPT JLPT_2 JLPT_3,N&n<_QP1.Q
温度,おんど,온도,JLPT JLPT_2 JLPT_3,NA1Ge#l-~k
可,か,가,JLPT JLPT_2 JLPT_3,l:l&EInHym
蚊,か,모기,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,j=4=()Uwi2
課,か,과,JLPT JLPT_2 JLPT_3,QQ1!.:!+a[
カー,カー,자동차,JLPT JLPT_2 JLPT_3,o!p+_Rb<h*
カード,カード,카드,JLPT JLPT_2 JLPT_3,"F,Np^@m5hi"
貝,かい,조개,JLPT JLPT_2 JLPT_3,HNd6/BU{>X
害,がい,해,JLPT JLPT_2 JLPT_3,g|Fzqe^$7$
会員,かいいん,회원,JLPT JLPT_2 JLPT_3,li]JQ4<Kd[
絵画,かいが,회화,JLPT JLPT_2 JLPT_3,emKUHOyrV`
海外,かいがい,해외,JLPT JLPT_2 JLPT_3,qq4=IgxkU<
会計,かいけい,"회계, 계산",JLPT JLPT_2 JLPT_3,bX?OL%f/L+
解決,かいけつ,해결,JLPT JLPT_2 JLPT_3,rmn(v?B?3g
会合,かいごう,모임,JLPT JLPT_2 JLPT_3,f9BQ|i/j|}
外交,がいこう,외교,JLPT JLPT_2 JLPT_3,A]90<@ohwE
開始,かいし,"개시, 시작",JLPT JLPT_2 JLPT_3,qgkolirBJK
解釈,かいしゃく,풀이,JLPT JLPT_2 JLPT_3,Ih/AkEg/|E
外出,がいしゅつ,외출,JLPT JLPT_2 JLPT_3,Ol@%UFQ/rD
改善,かいぜん,개선,JLPT JLPT_2 JLPT_3,fv+>GYURp:
快適,かいてき,쾌적,JLPT JLPT_2 JLPT_3,Bh^`k;OTy|
回復,かいふく,회복,JLPT JLPT_2 JLPT_3,wc6OB#:n9.
飼う,かう,치다,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,wfURRt4tC[
帰す,かえす,불러들이다,JLPT JLPT_2 JLPT_3,LZ<.!]FC|8
代える,かえる,바꾸다,JLPT JLPT_2 JLPT_3,Ccj6!`~jPu
替える,かえる,바꾸다,JLPT JLPT_2 JLPT_3,"Fv2F,v+u]8"
換える,かえる,바꾸다,JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,mmtj;wD(Zd
反る,かえる,"휘다, 휘어지다, 구부러지다",JLPT JLPT_2 JLPT_3,"vDLMxa,sN/"
香り,かおり,향기,JLPT JLPT_2 JLPT_3,me}_g<26n*
画家,がか,화가,JLPT JLPT_2 JLPT_3,Pl:-st.KZ+
抱える,かかえる,안다,JLPT JLPT_2 JLPT_3,"PQR[r=WB$,"
価格,かかく,가격,JLPT JLPT_2 JLPT_3,xFP@p4LxH5
化学,かがく,화학,JLPT JLPT_2 JLPT_3,Sh/.K7MGJ
輝く,かがやく,빛나다,JLPT JLPT_2 JLPT_3,Dzyp)tD%e
係,かかり,어간의 하나,JLPT JLPT_2 JLPT_3,Q&QZSK._J<
罹る,かかる,병에 걸리다,JLPT JLPT_2 JLPT_3,h_Phc0xEm%
限る,かぎる,한정하다,JLPT JLPT_2 JLPT_3,Ku)jdi.uTn
掻く,かく,긁다,JLPT JLPT_2 JLPT_3,K):N$B19m+
描く,かく,그리다,JLPT JLPT_2 JLPT_3,grO;5{y}I|
嗅ぐ,かぐ,맡다,JLPT JLPT_2 JLPT_3,vaKqc&PyP9
家具,かぐ,가구,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,gqN}MYosw6
学,がく,글,JLPT JLPT_2 JLPT_3,w:XhV>-rir
額,がく,"금액, 액자",JLPT JLPT_2 JLPT_3,iG]&$wbDKv
覚悟,かくご,각오,JLPT JLPT_2 JLPT_3,j/*:m6x0J)
確実,かくじつ,확실; 확실한,JLPT JLPT_2 JLPT_3,Nzie2SM<&O
学者,がくしゃ,학자,JLPT JLPT_2 JLPT_3,RamhNRc=y:
学習,がくしゅう,학습,JLPT JLPT_2 JLPT_3,PHg7|5Zlfd
隠す,かくす,감추다,JLPT JLPT_2 JLPT_3,vMufH!:aAV
拡大,かくだい,확대,JLPT JLPT_2 JLPT_3,f7kQq91Ua<
確認,かくにん,확인,JLPT JLPT_2 JLPT_3,kk{ITQ}D*5
学問,がくもん,학문,JLPT JLPT_2 JLPT_3,Jk{+Uk9@=d
隠れる,かくれる,숨다,JLPT JLPT_2 JLPT_3,Iv9k~&!9Sa
影,かげ,그림자,JLPT JLPT_2 JLPT_3,e~q8TnSV#A
陰,かげ,그늘,JLPT JLPT_2 JLPT_3,JZ1GmL8t.y
欠ける,かける,"결하다, 부재하다",JLPT JLPT_2 JLPT_3,c*r`UH]nG8
加減,かげん,가감,JLPT JLPT_2 JLPT_3,h.?lP}8!)~
過去,かこ,과거,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,"dbDE7?,;2l"
籠,かご,바구니,JLPT JLPT_2 JLPT_3,nt-Kbv73>]
囲む,かこむ,"싸다, 둘러치다",JLPT JLPT_2 JLPT_3,"AC8Gt39]%,"
火災,かさい,화재,JLPT JLPT_2 JLPT_3,C?jW[uV]~u
重なる,かさなる,"쌓이다, 겹치다",JLPT JLPT_2 JLPT_3,qEGvs]3ApH
重ねる,かさねる,포개다,JLPT JLPT_2 JLPT_3,i%7_$Pa~m]
飾り,かざり,장식,JLPT JLPT_2 JLPT_3,b$htguAWNP
貸し,かし,"빌려줌, 대여",JLPT JLPT_2 JLPT_3,hK1t$y~&<
菓子,かし,과자,JLPT JLPT_2 JLPT_3,uK+`Lg$t0E
