expression,reading,meaning,tags,guid
花嫁,はなよめ,신부,JLPT JLPT_2,GcW:<A-hl8
ばね,ばね,용수철,JLPT JLPT_2,sxRo:)][hz
跳ねる,はねる,"뜀뛰다, 뜀질하다, 뜀박질하다",JLPT JLPT_2,P8[ijvqr@Z
破片,はへん,파편,JLPT JLPT_2,O.%CD32Cda
歯磨き,はみがき,치약,JLPT JLPT_2,y*(]=Ref/C
はめる,はめる,"끼다, 끼우다",JLPT JLPT_2,"v[M8{,w&%8"
早口,はやくち,빠른 말,JLPT JLPT_2,b65.982w^u
払い込む,はらいこむ,불입하다,JLPT JLPT_2,"mq,-bG@>>i"
払い戻す,はらいもどす,환불하다,JLPT JLPT_2,"r!!#G!lK,,"
針金,はりがね,철사,JLPT JLPT_2,qxYELD(-ed
張り切る,はりきる,활기차다,JLPT JLPT_2,/+}3T(9Ff
反～,はん～,반-,JLPT JLPT_2,"b>W-n87t,>"
反映,はんえい,반영,JLPT JLPT_2,vM%0h=/p|a
半径,はんけい,반경,JLPT JLPT_2,nr>gnOk7x^
判子,はんこ,도장,JLPT JLPT_2,u_*2c15[TP
万歳,ばんざい,만세,JLPT JLPT_2,u0&SMmf&^/
判事,はんじ,판사,JLPT JLPT_2,j^b+T-<*N1
反省,はんせい,반성,JLPT JLPT_2,NqUE%mYbhY
番地,ばんち,번지,JLPT JLPT_2,f=_&Y!K(GI
パンツ,パンツ,팬티,JLPT_2 JLPT Genki_Ln.10 Genki,f1!Jgm1h.|
バンド,バンド,밴드,JLPT JLPT_2,hx3pu3yzgf
半島,はんとう,반도,JLPT JLPT_2,"O1,CCe9Bk!"
ハンドル,ハンドル,핸들,JLPT JLPT_2,r$a6UvR({y
非～,ひ～,비-,JLPT_1 JLPT JLPT_2,BUWz9(5^B)
日当たり,ひあたり,"일조, 햇볕이 잘 듦",JLPT JLPT_2,lKSG[Co_dv
日帰り,ひがえり,당일치기,JLPT JLPT_2,Jh-TX_`>w~
比較的,ひかくてき,비교적,Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese,yRf$aJ+cvj
日陰,ひかげ,그늘,JLPT JLPT_2,PxZa@!UPI;
ぴかぴか,ぴかぴか,"번뜩번뜩, 번쩍번쩍",JLPT JLPT_2,d/V>YPI*X<
引受る,ひきうける,"맡다, 인수하다",JLPT JLPT_2,qCz>U/7EL?
引き返す,ひきかえす,되돌아가다,JLPT JLPT_2,bC`+HSQ:%I
引算,ひきざん,뺄셈,JLPT JLPT_2,ML@]2G:q]2
引き出す,ひきだす,끄집어내다,JLPT JLPT_2,NdsG``/m~k
引き止める,ひきとめる,만류하다,JLPT JLPT_2,A3*mBL.p{k
卑怯,ひきょう,"비겁함, 비열함",JLPT JLPT_2,"Q(9,y^6;ZC"
引分け,ひきわけ,무승부,JLPT JLPT_2,h}[lK:0XS$
引き分け,ひきわけ,무승부,JLPT JLPT_2,JQc@iJs3z#
陽射,ひざし,"햇빛, 햇살",JLPT JLPT_2,Ftb3RG(bbe
日差し,ひざし,"햇볕, 햇살",JLPT JLPT_2,C*wD(*i+[Q
肘,ひじ,팔꿈치,JLPT JLPT_2,C6rg9Pm`+%
ピストル,ピストル,권총,JLPT JLPT_2,JEp~p=`2Vn
ビタミン,ビタミン,비타민,JLPT JLPT_2,qt<L6><O-N
ぴたり,ぴたり,정확히; 꼭 맞는,JLPT JLPT_2,t)/G)m|eXB
引っ掛かる,ひっかかる,걸려들다,JLPT JLPT_2,jDrr(LpUYx
筆記,ひっき,필기,JLPT JLPT_2,E:WY<l^}a6
引っ繰り返す,ひっくりかえす,"뒤집어엎다, 뒤엎다",JLPT JLPT_2,Aa#A!KWab;
引っ繰り返る,ひっくりかえる,"뒤집히다, 뒤집어지다",JLPT JLPT_2,y#X%-CW-M~
引っ越し,ひっこし,"이사하다, 옮기다",JLPT JLPT_2,F[^C#=Zqkz
引っ込む,ひっこむ,"들어가다, 물러나다",JLPT JLPT_2,ozz?OwjfOs
筆者,ひっしゃ,필자,JLPT JLPT_2,BHGOtbE2VB
必需品,ひつじゅひん,필수품,JLPT JLPT_2,cTMH.0S#__
一～,ひと～,"하나, 일",JLPT JLPT_2,MA<ALV)8oH
人差指,ひとさしゆび,검지,JLPT JLPT_2,yXv{vsytE-
一通り,ひととおり,요만조만,JLPT JLPT_2,z>*AdeJ/za
人通り,ひとどおり,사람의 왕래,JLPT JLPT_2,okfC7]@36^
ひとまず,ひとまず,우선,JLPT JLPT_2,",^[NCX-JA"
瞳,ひとみ,눈동자,JLPT JLPT_2,n?(M2yxG]e
一休み,ひとやすみ,한숨,JLPT JLPT_2,HyAGEDQ8c+
独り言,ひとりごと,혼잣말,JLPT JLPT_2,oE(Rtaq/4c
ひとりでに,ひとりでに,제풀에,JLPT JLPT_2,PMPsW_S3Fc
ビニール,ビニール,비닐,JLPT JLPT_2,"B]r_&,m?0_"
皮肉,ひにく,아이러니,JLPT JLPT_2,pu+RSzayXS
日日,ひにち,날,JLPT JLPT_2,EDa-Ss*/(C
日にち,ひにち,기일,JLPT JLPT_2,CWiz%ru-_b
捻る,ひねる,비틀다,JLPT JLPT_2,Lsxjk5@=vY
日の入り,ひのいり,해넘이,JLPT JLPT_2,rz|&d2Q(rd
日の出,ひので,일출,JLPT JLPT_2,"G!/]^,ZBLq"
響き,ひびき,울림,JLPT JLPT_2,l&)NHT{BaW
響く,ひびく,울리다,JLPT JLPT_2,rOD*#KgIYp
皮膚,ひふ,피부,JLPT JLPT_2,cVU`)a>m;T
冷やす,ひやす,식히다,JLPT JLPT_2,r#^XW.Gb>Y
ひゃっかじてん,ひゃっかじてん,백과사전,JLPT JLPT_2,wQ6w2}QAv=
百科事典,ひゃっかじてん,백과사전,JLPT JLPT_2,cvA%H8}VUp
美容,びよう,미용,JLPT JLPT_2,D(GaCqwm&U
表紙,ひょうし,앞표지,JLPT JLPT_2,exq#1;SO@*
標識,ひょうしき,"표지, 기호",JLPT JLPT_2,kDX[w^RE%^
標準,ひょうじゅん,표준,JLPT JLPT_2,r$bk_|d--C
標本,ひょうほん,표본,JLPT JLPT_2,"lfNW^di`Y,"
評論,ひょうろん,평론,JLPT JLPT_2,s}Ej!kw1~9
ビルディング,ビルディング,건물,JLPT JLPT_2,J8!M@z<nsR
昼寝,ひるね,낮잠,JLPT JLPT_2,"x,{aI?hy6D"
広げる,ひろげる,넓히다,JLPT JLPT_2,nBlnE;%M(-
広さ,ひろさ,넓이,JLPT JLPT_2,lG>A7gDV9/
広場,ひろば,광장,JLPT JLPT_2,t3z@d(WD;9
広々,ひろびろ,널찍함,JLPT JLPT_2,Eye9Pf.VGV
ピンク,ピンク,분홍,JLPT JLPT_2,}M:Z#WBUl
便箋,びんせん,편지지,JLPT JLPT_2,DAZ9H$OhvM
瓶詰,びんづめ,병조림,JLPT JLPT_2,N_#i?7cB#[
ファスナー,ファスナー,지퍼,JLPT JLPT_2,n!rH#}$IH?
風船,ふうせん,풍선,JLPT JLPT_2,oE(8x]l~K[
不運,ふうん,불운,JLPT JLPT_2,Ek=uOv}jTZ
深まる,ふかまる,깊어지다,JLPT JLPT_2,AoEcO;]AH#
不規則,ふきそく,불규칙,JLPT JLPT_2,dufg6SP37F
普及,ふきゅう,보급,JLPT JLPT_2,sprE2d}(>:
付近,ふきん,"근처, 부근",JLPT JLPT_2,cz$T?0Oc1>
副～,ふく～,부-,JLPT JLPT_2,x7/psMz*#F
副詞,ふくし,부사,JLPT JLPT_2,A2D&p<Rh*?
複写,ふくしゃ,"복사본, 복사판",JLPT JLPT_2,"f.(+H@$,m~"
複数,ふくすう,복수,JLPT JLPT_2,"df,MeSNnZ^"
ふくめる,ふくめる,"포함하다, 일러두다",JLPT JLPT_2,E_4V!wVhjP
膨らます,ふくらます,부풀리다,JLPT JLPT_2,eZJ~QnaPP^
膨らむ,ふくらむ,부풀다,JLPT JLPT_2,gX9*eZWr#^
不潔,ふけつ,불결,JLPT JLPT_2,OlF9IGIpI)
更ける,ふける,이슥하다,JLPT JLPT_2,wdqFkMvXan
符号,ふごう,"기호, 부호",JLPT JLPT_2,IGH`HBBpBL
夫妻,ふさい,부부,JLPT JLPT_2,lo.$s^W>a[
塞がる,ふさがる,다물리다,JLPT JLPT_2,m<:=EwmCiH
塞ぐ,ふさぐ,막다,JLPT JLPT_2,pJWqjf]P&p
ふざける,ふざける,"뛰어놀다, 장난치다, 흥겹게 놀다",JLPT JLPT_2,"wxJ[ZD,*?f"
無沙汰,ぶさた,무소식,JLPT JLPT_2,mXdlHZOuK>
武士,ぶし,무사,JLPT JLPT_2,kh|VM6~+N]
部首,ぶしゅ,부수,JLPT JLPT_2,rB[8HW{H3]
蒸す,ふす,김으로 찌다,JLPT JLPT_2,r!c{A-BiN=
襖,ふすま,후스마(일본식 미닫이문),JLPT JLPT_2,Gfj{ovvCbc
附属,ふぞく,"부착된, 속한, 제휴된",JLPT JLPT_2,b5{>br)8^T
付属,ふぞく,부속,JLPT JLPT_2,"nR=,~i1i~~"
蓋,ふた,뚜껑,JLPT JLPT_2,tB(]=dUF]{
不通,ふつう,불통,JLPT JLPT_2,f3J`JKn<YY
物騒,ぶっそう,뒤숭숭한,JLPT JLPT_2,y)>wu(aHUg
ぶつぶつ,ぶつぶつ,"고시랑고시랑, 구시렁구시렁",JLPT JLPT_2,qMxSqk8|QN
船便,ふなびん,배편,JLPT JLPT_2,iRS_8@xn)m
部品,ぶひん,부품,JLPT JLPT_2,FDy}XMy%{O
吹雪,ふぶき,설한풍,JLPT JLPT_2,v+({l-j^oM
父母,ふぼ,부모,JLPT JLPT_2,Ll;-.SjS/Y
踏切,ふみきり,건널목; 도약선,JLPT JLPT_2,GO4{@dw9M.
麓,ふもと,산기슭,JLPT JLPT_2,gGv+C<J!h4
フライパン,フライパン,프라이팬,JLPT JLPT_2,"kaG8,BADao"
ブラウス,ブラウス,블라우스,JLPT JLPT_2,QM^Obt[T3I
ぶらさげる,ぶらさげる,"걸다, 매달다, 흔들다",JLPT JLPT_2,zsGS&1j7k4
ブラシ,ブラシ,"브러시, 솔",JLPT JLPT_2,GK-sv9zX*O
プラットホーム,プラットホーム,플랫폼,JLPT JLPT_2,bkr1lkRi*.
フリー,フリー,프리랜서,JLPT JLPT_2,LgNW8Pd}P5
振り仮名,ふりがな,한자 옆에 읽는 법을 가나로 단 것,JLPT JLPT_2,tp7b;~);$&
振り向く,ふりむく,뒤돌아서다,JLPT JLPT_2,M!}tc99p$L
プリント,プリント,프린트,JLPT JLPT_2,qRutfPmJ_A
古～,ふる～,헌것,JLPT JLPT_2,yOy85A_d[A
故郷,ふるさと,본고장,JLPT JLPT_2,fPH>SIa_~L
古里,ふるさと,고향,JLPT JLPT_2,L?3e+b0LsP
振舞う,ふるまう,행동하다; 대접하다,JLPT JLPT_2,ocy;g4y/Lf
ブローチ,ブローチ,브로치,JLPT JLPT_2,A1E`_ZNs45
プログラム,プログラム,프로그램,JLPT JLPT_2,CmX8s[W2Qv
風呂敷,ふろしき,보자기,JLPT JLPT_2,dHx|An0<B^
ふわふわ,ふわふわ,뽀송뽀송,JLPT JLPT_2,"ouE+^X,qav"
噴火,ふんか,분화,JLPT JLPT_2,AH/^[s43Q(
分解,ぶんかい,분해,JLPT JLPT_2,OB#FbcA~qO
文芸,ぶんげい,문예,JLPT JLPT_2,tt`(b(:~bY
文献,ぶんけん,문헌,JLPT JLPT_2,GAy|sEvJyq
噴水,ふんすい,분수,JLPT JLPT_2,"jk9H]:,ETq"
分数,ぶんすう,분수,JLPT JLPT_2,c/zwPyy+.b
文体,ぶんたい,문체,JLPT JLPT_2,ttyj|<%!tP
分布,ぶんぷ,분포,JLPT JLPT_2,"F&4[s,*.xr"
文房具,ぶんぼうぐ,문구,JLPT JLPT_2,q`Zjj<5}i7
文脈,ぶんみゃく,문맥,JLPT JLPT_2,etxX79/6Kg
分量,ぶんりょう,분량,JLPT JLPT_2,g>~(m<JIvb
分類,ぶんるい,분류,JLPT JLPT_2,t{7wYNi1W2
閉会,へいかい,폐회,JLPT JLPT_2,cAcpFr>2mr
平気,へいき,태연한; 태연함,JLPT JLPT_2,z(xagV[dg-
並行,へいこう,평행,JLPT_1 JLPT JLPT_2,oq7x11wlwL
平日,へいじつ,평일,JLPT JLPT_2,"PX,G5cgs03"
兵隊,へいたい,군사,JLPT JLPT_2,toM&i}fuLv
平凡,へいぼん,보통,JLPT JLPT_2,"s`b],MR&9J"
平野,へいや,평야,JLPT JLPT_2,L[uUr}G9/R
凹む,へこむ,우그러지다,JLPT JLPT_2,ORF0ctV6X[
へそ,へそ,배꼽,JLPT JLPT_2,qr%|N/rOJm
隔てる,へだてる,"사이를 두다, 가로막다",JLPT JLPT_2,QSnbE1ue1O
別荘,べっそう,별장,JLPT Intermediate_Japanese Genki_Ln.23 JLPT_2 Intermediate_Japanese_Ln.13 Genki,__kVP|dTW
別々,べつべつ,"각각, 따로따로",JLPT JLPT_2,jZHX%HAw.@
ベテラン,ベテラン,노병,JLPT JLPT_2,N$f]d}-cKp
ヘリコプター,ヘリコプター,헬기,JLPT JLPT_2,q)Q=o$Y_hX
編集,へんしゅう,편집,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,CMY4=Qx!?>
便所,べんじょ,"측간, 변소",JLPT JLPT_2,vS8<$f00~!
ペンチ,ペンチ,펜치 (문자 그대로: 집게),JLPT JLPT_2,ypii1BOJF+
ボーナス,ボーナス,보너스,JLPT JLPT_2 Genki_Ln.23 Genki,HVcj_;{/5t
防～,ぼう～,"방~, ~방지",JLPT JLPT_2,b83:v}U.rY
望遠鏡,ぼうえんきょう,망원경,JLPT JLPT_2,"eUp{Pt}o,e"
方角,ほうがく,방향,JLPT JLPT_2,By.)=t/^Rp
箒,ほうき,빗자루,JLPT JLPT_2,f:ESSC#*}*
方言,ほうげん,사투리,JLPT JLPT_2,&2X^_SdQt
坊さん,ぼうさん,중,JLPT JLPT_2,"Qc,c}WSH)C"
防止,ぼうし,방지,JLPT JLPT_2,Nh.L=|T~RY
方針,ほうしん,방침,JLPT JLPT_2,stt^|Hkbmf
包装,ほうそう,겉포장,JLPT JLPT_2,Otsl}ZzWXb
法則,ほうそく,법칙,JLPT JLPT_2,iMzqR&2E$7
包帯,ほうたい,붕대,JLPT JLPT_2,jdeHukm4CR
膨大,ぼうだい,매우 큰 모양; 매우 큰,JLPT JLPT_2,hDhfR$-iz
包丁,ほうちょう,식칼,JLPT JLPT_2,F|0`&E;>^U
方程式,ほうていしき,방정식,JLPT JLPT_2,CWj-S*o0>!
防犯,ぼうはん,방범,JLPT JLPT_2,ud5?<C%(~-
方面,ほうめん,"방면, 쪽",JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,pYi7d6I9bd
坊や,ぼうや,"꼬마, 도련님",JLPT JLPT_2,G_?oo:%KzF
放る,ほうる,뀌다,JLPT JLPT_2,"C{B(cB/!,S"
朗らか,ほがらか,명랑한,JLPT JLPT_2,"biS@,:!mm:"
朗らか(な),ほがらか(な),"명랑함, 맑음",JLPT JLPT_2,B5Ml)a4{iI
牧場,ぼくじょう,목장,JLPT JLPT_2,"D[,+7?JI;Q"
牧畜,ぼくちく,목축,JLPT JLPT_2,oCu$DV_SOs
保健,ほけん,보건,JLPT JLPT_2,"tY,tXP&1EW"
募集,ぼしゅう,모집,JLPT JLPT_2 Genki_Ln.13 Genki,IXW1A3^TP]
干す,ほす,말리다,JLPT JLPT_2,G2&WPE#=vv
ポスター,ポスター,포스터,JLPT_2 JLPT Genki_Ln.21 Genki,vz]f3qYXvW
北極,ほっきょく,북극,JLPT JLPT_2,bgjpd&a{kA
坊っちゃん,ぼっちゃん,"도련님, 남의 아들",JLPT JLPT_2,F}X~i4B*xw
解く,ほどく,풀다,JLPT JLPT_2,FAb2m|I`v1
掘る,ほる,파다,JLPT JLPT_2,P(Ii(].EKe
彫る,ほる,파다,JLPT JLPT_2,w:dO4e{8Ji
ぼろ,ぼろ,"남루, 넝마",JLPT JLPT_2,"NW1R}tvp,P"
盆,ぼん,쟁반,JLPT JLPT_2,qj@{)T)L*<
盆地,ぼんち,분지,JLPT JLPT_2,cA[T.nYJ`t
ほんの～,ほんの～,단지 그 정도에 불과한,JLPT JLPT_2,LD`QTJO;b~
本部,ほんぶ,본부,JLPT JLPT_2,j_S85q;bAx
本来,ほんらい,본래,JLPT JLPT_2,d:u_JtOqN$
まあまあ,まあまあ,"그럭저럭, 그런대로",JLPT JLPT_2 Genki_Ln.11 Genki,gEu+!$P11#
毎～,まい～,매,JLPT JLPT_2,A((3F0kA(~
枚数,まいすう,매수,JLPT JLPT_2,txIx.*SQ<<
毎度,まいど,매회,JLPT JLPT_2,tNEeyhC?CO
まく,まく,넣다,JLPT JLPT_2,HX*jvL+{?S
枕,まくら,베개,JLPT JLPT_2,r:aSt_cmjW
曲げる,まげる,"구부리다, 굽히다",JLPT JLPT_2,c^Y!O@AS0!
まごまご,まごまご,갈팡질팡,JLPT JLPT_2,fsndtXo3d3
摩擦,まさつ,마찰,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,s]MF/PuI>5
まざる,まざる,섞이다,JLPT JLPT_2,jl4iD/OMQ)
まじる,まじる,섞이다; 교제하다,JLPT JLPT_2,tA}W)>X]v|
マスク,マスク,마스크,JLPT JLPT_2,C!G`yaEZpC
まぜる,まぜる,"섞다, 혼합하다",JLPT JLPT_2,N2_f#cqR]>
またぐ,またぐ,(한쪽에서 다른 쪽으로) 걸치다,JLPT JLPT_2,MVE!gLhDn<
跨ぐ,またぐ,"가로지르다, 걸쳐 놓다",JLPT JLPT_2,G1zbrDd=1y
待合室,まちあいしつ,대기실,JLPT JLPT_2,K=0IrWVZf4
待ち合わせる,まちあわせる,약속하여 만나다,JLPT JLPT_2,ba8vXTF^0z
街角,まちかど,길목,JLPT JLPT_2,Qdd<k6I!B.
真っ暗,まっくら,캄캄함,JLPT JLPT_2,L9D&pF9do3
真っ黒,まっくろ,새까맣다,JLPT JLPT_2,uf8qa)}H~~
真っ青,まっさお,새파랗다; 창백하다,JLPT JLPT_2,O<9;wBZ~L0
真っ先,まっさき,서두,JLPT JLPT_2,J/q2ej|!r|
真っ白,まっしろ,순백,JLPT JLPT_2,J6?OmtkLVX
祭る,まつる,모시다,JLPT JLPT_2,GdV0$T|dnJ
窓口,まどぐち,창구,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,xdz)^i]j;[
真似る,まねる,본뜨다,JLPT JLPT_2,uJZVzYu2Ry
まぶた,まぶた,눈까풀,JLPT JLPT_2,G%BvRagvhI
マフラー,マフラー,목도리,JLPT_2 JLPT Genki_Ln.14 Genki,Q87-B${@Jc
間も無く,まもなく,이내,JLPT JLPT_2,vaV9T=MxPD
間もなく,まもなく,곧,JLPT JLPT_2,yu:b9)h!u&
マラソン,マラソン,마라톤,JLPT JLPT_2,x1bZ*0{Jmx
稀,まれ,희귀,JLPT JLPT_2,fI}bUBDb~F
回り道,まわりみち,우회,JLPT JLPT_2,EmJ?soVNP8
満員,まんいん,만원,JLPT JLPT_2,lNFNyW1^.O
マンション,マンション,아파트,JLPT_2 JLPT Genki_Ln.14 Genki,BK;@JartEg
満点,まんてん,만점,JLPT JLPT_2,wMe[}41xth
未～,み～,미-,JLPT JLPT_2,jlo$?jcv~p
見上げる,みあげる,올려다보다,JLPT JLPT_2,f/_Ecz_n}6
見送る,みおくる,"전송하다, 바래다",JLPT JLPT_2,k=}(8{DG3E
見下ろす,みおろす,"굽어보다, 내려다보다",JLPT JLPT_2,"J,1|nmvT6*"
見掛け,みかけ,"허울, 외표",JLPT JLPT_2,M{6UR7>ns)
三日月,みかづき,초승달,JLPT JLPT_2,"oy@Fx($<,|"
岬,みさき,-곶,JLPT JLPT_2,mse@aZCB{~
みじめ,みじめ,"슬픈, 가련한, 비참한",JLPT JLPT_2,yJ1{6!ct=e
惨めな,みじめな,"비참한, 불쌍한, 불행한, 슬픈, 가련한",JLPT JLPT_2,N0/%L2iZ-/
ミシン,ミシン,재봉틀,JLPT JLPT_2,d1j}k[P`go
自ら,みずから,"친히, 몸소",JLPT JLPT_2,Jm|Fujfl1c
水着,みずぎ,수영복,JLPT JLPT_2,o%MGb.}$^_
店屋,みせや,가게,JLPT JLPT_2,vv#zIkIc#p
見出し,みだし,표제어,JLPT JLPT_2,H76Ot%CaXm
道順,みちじゅん,"길, 순로",JLPT JLPT_2,e.TVg<fHh^
みっともない,みっともない,"보기 흉하다, 창피하다",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,NM_z!JuhP7
見詰める,みつめる,바라보다,JLPT JLPT_2,ggyxS%fcH3
見直す,みなおす,"검토하다, 확인하다",JLPT JLPT_2,i4L<t=G)#$
見慣れる,みなれる,낯익다,JLPT JLPT_2,L|*x29{!8`
醜い,みにくい,"추하다, 밉다",JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,>3rAC]n#o
実る,みのる,"결실하다, 달리다",JLPT JLPT_2,s?siXG_F6O
身分,みぶん,신분,JLPT JLPT_2,QAgzyPeRRn
見本,みほん,"견본, 견본품",JLPT JLPT_2,AWma@Eod@B
見舞う,みまう,위문하다,JLPT JLPT_2,zTV4Yost{h
未満,みまん,미만,JLPT JLPT_2,nt1s0!NVdz
名字,みょうじ,성,JLPT JLPT_2,"Ew6=${R8,S"
ミリ (メートル),ミリ (メートル),밀리~,JLPT JLPT_2,kM;@-}8}0R
診る,みる,보다,JLPT JLPT_2,"q@#,?h7tBf"
民間,みんかん,민간,JLPT JLPT_2,vv3cePKnIT
民主～,みんしゅ～,민주,JLPT JLPT_2,K3~5HUQIAM
民謡,みんよう,민요,JLPT JLPT_2,pP&9kI-fbS
無限,むげん,무한,JLPT JLPT_2,gDON}p~:3b
無地,むじ,민무늬,JLPT JLPT_2,o<F6#GtsCJ
蒸し暑い,むしあつい,찌다,JLPT JLPT_2,b:SYmm(y*W
矛盾,むじゅん,모순,JLPT JLPT_2,o%DtBbl{ew
無数,むすう,부지기수,JLPT JLPT_2,CTm.Li6V%.
紫,むらさき,보라색,JLPT JLPT_2,L>.R5hInn&
群れ,むれ,무리,JLPT JLPT_2,B_zh7-tRm8
姪,めい,조카딸,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,kEuo{su[^Q
名～,めい～,명-,JLPT JLPT_2,Ojv<[]|SWz
名作,めいさく,명작,JLPT JLPT_2,h/LK6GJnNJ
名詞,めいし,명사,JLPT JLPT_2,iPorDGRE(|
名刺,めいし,명함,JLPT JLPT_2,z;/559u$MG
名所,めいしょ,명소,JLPT JLPT_2,n}/wr4@6m|
迷信,めいしん,미신,JLPT JLPT_2,"p|p0h,n7H0"
命ずる,めいずる,명하다,JLPT JLPT_2,Qc}ueJ@_WT
名物,めいぶつ,명물,JLPT JLPT_2,q76$d]Uuar
銘々,めいめい,각자,JLPT JLPT_2,N3.+yn]5jC
恵まれる,めぐまれる,오다,JLPT JLPT_2,"s!Z[_1,-&j"
巡る,めぐる,돌아가다,JLPT JLPT_2,GKyShII|t^
目指す,めざす,목적하다,JLPT JLPT_2,oG%j5iiHnk
目覚し,めざまし,자명종,JLPT JLPT_2,d0&ePwjG0x
目下,めした,지금,JLPT JLPT_2,K0{dBA~W!9
目印,めじるし,"표, 표지",JLPT JLPT_2,q`zWJQ:%c#
目立つ,めだつ,"튀다, 도드라지다",JLPT JLPT_2,tk[T8cc59E
めちゃくちゃ,めちゃくちゃ,흠씬,JLPT JLPT_2,uO5)`QU0vj
めっきり,めっきり,"현저히, 부쩍",JLPT JLPT_2,"wL+5c9k~v,"
めでたい,めでたい,경사스럽다,JLPT JLPT_2,sd<5h;im*g
メニュー,メニュー,메뉴,JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.6 Genki_Ln.2 Genki,Qb[M(zgy5[
めまい,めまい,현기증,JLPT JLPT_2,w[+/szbGSa
目安,めやす,수준,JLPT JLPT_2,"BF>,#hrn[;"
免税,めんぜい,면세,JLPT JLPT_2,ED4QKkxoOi
面積,めんせき,면적,JLPT JLPT_2,nvFYwK_.$V
面接,めんせつ,면접,JLPT JLPT_2,"G{,..f)t;T"
面倒臭い,めんどうくさい,번거롭다,JLPT JLPT_2,v_H;=Sw:>n
モーター,モーター,모터,JLPT JLPT_2,"wBaq,e|KHL"
儲かる,もうかる,"남다, 떨어지다",JLPT JLPT_2,"x^)#,>iTuV"
儲ける,もうける,벌다,JLPT JLPT_2,knorMFQjZa
申し訳ない,もうしわけない,미안하다,JLPT JLPT_2,hK_t:TVUx-
木材,もくざい,목재,JLPT JLPT_2,p])fTiJgeI
目次,もくじ,목차,JLPT JLPT_2,M+OIm~SY-.
潜る,もぐる,숨다,JLPT JLPT_2,qj|MaKX?5J
もしかしたら,もしかしたら,혹시나,JLPT JLPT_2,j:FmHM43yb
もたれる,もたれる,더부룩하다,JLPT JLPT_2,Qh6t6//2Z$
凭れる,もたれる,기대다,JLPT JLPT_2,fLRY=%%+A3
モダン,モダン,현대적인,JLPT JLPT_2,N5!.;_=H-k
餅,もち,떡,JLPT JLPT_2,OEgIoQ4(`q
モデル,モデル,모델,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,hjD+7m/[]w
元々,もともと,원래,JLPT JLPT_2,u[5ChLTTM_
物置,ものおき,광,JLPT JLPT_2,JX]1h3C@-y
物語る,ものがたる,얘기하다,JLPT JLPT_2,M5^N%-Zkc~
物差し,ものさし,자,JLPT JLPT_2,c.4G}[6Jdw
物凄い,ものすごい,"굉장하다, 숱하다",JLPT JLPT_2,P17Ihw(4J*
モノレール,モノレール,모노레일,JLPT JLPT_2,l0q)O[^}S)
紅葉,もみじ,단풍나무,JLPT JLPT_2,hx<2A]~{T*
揉む,もむ,"주무르다, 치대다",JLPT JLPT_2,0PUyW_0#W
もやす,もやす,태우다,JLPT JLPT_2,r6}Dz{1iu]
催し,もよおし,행사,JLPT JLPT_2,"EIU(L,`^Eh"
盛る,もる,"봉하다, 담다",JLPT JLPT_2,N]CqJA)#E%
問答,もんどう,문답,JLPT JLPT_2,A@X}Rt9?ZV
やかましい,やかましい,"까다롭게 굴다, 지나치게 비판적이다",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,K^1j<(hE_K
喧しい,やかましい,"시끄럽다, 까다롭다",JLPT JLPT_2,Pemm{hE0w}
夜間,やかん,야간,JLPT JLPT_2,l-mqt6Hx:l
やかん,やかん,주전자,JLPT JLPT_2,"tkW,zBf(b9"
やかん,やかん,주전자,JLPT JLPT_2,"tkW,zBf(b9"
役者,やくしゃ,배우,JLPT JLPT_2,v7(WAy>oTx
役所,やくしょ,"구청, 면사무소",JLPT JLPT_2,tYh<Y-yS(<
役人,やくにん,공직자,JLPT JLPT_2,fB!QQWF_/~
薬品,やくひん,약품,JLPT JLPT_2,B95{D=Mv7A
役目,やくめ,"몫, 소임",JLPT JLPT_2,eJf:#JG.ri
火傷,やけど,화상,JLPT JLPT_2,7I)hC`TW?
夜行,やこう,야행,JLPT JLPT_2,"y;lSnX%t,>"
矢印,やじるし,화살표,JLPT JLPT_2,An<(bJl4^{
やたらに,やたらに,생판,JLPT JLPT_2,D]ow_1`[wN
薬局,やっきょく,약국,JLPT JLPT_2,N194=aZ:d#
やっつける,やっつける,요절내다,JLPT JLPT_2,l@9):k=!@X
やっぱり,やっぱり,그렇지,Genki_Ln.17 JLPT JLPT_2 Genki,"wZ<[J,i02f"
家主,やぬし,집주인,JLPT JLPT_2,DUdGHLB_/_
破く,やぶく,찢다,JLPT JLPT_2,sH>!N}Nah~
